10000,47.72
10001,54.00
10002,53.40
10003,46.72
10004,54.72
10005,51.49
10006,45.12
10007,45.58
10008,53.83
10009,49.64
10010,54.92
10011,53.04
10012,47.62
10013,51.31
10014,46.43
10015,46.25
10016,52.07
10017,51.72
10018,46.01
10019,62.53
10020,50.56
10021,55.42
10022,51.66
10023,52.61
10024,50.04
10025,54.94
10026,49.84
10027,50.32
10028,47.64
10029,45.16
10030,50.59
10031,52.92
10032,50.83
10033,51.14
10034,49.84
10035,48.75
10036,46.66
10037,49.11
10038,54.71
10039,47.37
10040,52.06
10041,50.49
10042,54.43
10043,48.50
10044,47.43
10045,50.24
10046,53.29
10047,51.85
10048,45.99
10049,46.39
10050,54.76
10051,49.39
10052,47.00
10053,51.42
10054,54.65
10055,52.99
10056,53.72
10057,47.78
10058,50.02
10059,49.75
10060,46.43
10061,49.18
10062,50.48
10063,48.56
10064,52.11
10065,47.94
10066,46.90
10067,50.87
10068,53.28
10069,46.97
10070,52.85
10071,53.08
10072,46.29
10073,56.48
10074,53.59
10075,47.37
10076,53.60
10077,50.33
10078,50.20
10079,50.60
10080,51.34
10081,57.03
10082,54.84
10083,54.34
10084,46.12
10085,52.76
10086,54.55
10087,47.74
10088,54.34
10089,54.31
10090,48.47
10091,49.69
10092,52.69
10093,53.20
10094,54.65
10095,50.21
10096,54.80
10097,46.21
10098,53.82
10099,52.35
10100,50.63
10101,51.34
10102,54.52
10103,54.83
10104,45.85
10105,45.08
10106,48.28
10107,51.13
10108,45.13
10109,51.37
10110,45.36
10111,48.85
10112,54.65
10113,60.08
10114,54.04
10115,52.76
10116,47.06
10117,50.69
10118,46.62
10119,49.71
10120,51.31
10121,49.58
10122,48.59
10123,63.15
10124,51.96
10125,46.00
10126,46.87
10127,54.70
10128,49.27
10129,45.42
10130,46.89
10131,50.16
10132,47.07
10133,54.36
10134,53.21
10135,46.41
10136,46.46
10137,50.42
10138,51.51
10139,52.23
10140,54.46
10141,52.28
10142,52.89
10143,47.69
10144,46.11
10145,45.49
10146,53.44
10147,47.11
10148,50.11
10149,50.51
10150,45.92
10151,53.74
10152,48.74
10153,51.17
10154,50.51
10155,52.08
10156,53.01
10157,59.13
10158,51.69
10159,45.68
10160,48.43
10161,52.82
10162,49.18
10163,49.80
10164,52.56
10165,51.82
10166,47.19
10167,45.40
10168,48.15
10169,51.90
10170,49.78
10171,53.98
10172,48.26
10173,46.05
10174,50.66
10175,54.45
10176,51.28
10177,46.11
10178,56.76
10179,49.67
10180,46.11
10181,48.75
10182,64.82
10183,53.47
10184,50.52
10185,53.04
10186,46.33
10187,54.20
10188,51.48
10189,46.63
10190,54.25
10191,52.79
10192,51.13
10193,60.53
10194,56.24
10195,53.22
10196,50.18
10197,49.20
10198,50.59
10199,47.74
10200,48.24
10201,46.51
10202,45.71
10203,60.91
10204,46.51
10205,64.90
10206,45.92
10207,50.26
10208,53.25
10209,54.37
10210,52.05
10211,48.14
10212,47.90
10213,51.14
10214,47.11
10215,48.61
10216,48.83
10217,62.18
10218,54.91
10219,50.36
10220,59.73
10221,54.45
10222,46.51
10223,45.59
10224,49.08
10225,48.34
10226,47.41
10227,64.46
10228,50.53
10229,48.30
10230,49.05
10231,49.55
10232,50.94
10233,49.41
10234,49.73
10235,49.76
10236,47.95
10237,49.50
10238,53.90
10239,47.03
10240,45.73
10241,46.16
10242,45.57
10243,45.70
10244,49.04
10245,52.66
10246,47.16
10247,52.66
10248,53.42
10249,52.16
10250,53.08
10251,51.79
10252,54.76
10253,48.09
10254,47.88
10255,53.40
10256,46.96
10257,46.53
10258,54.80
10259,49.56
10260,49.65
10261,49.64
10262,54.20
10263,46.81
10264,49.72
10265,46.33
10266,54.52
10267,49.71
10268,46.48
10269,47.33
10270,61.85
10271,50.87
10272,46.68
10273,51.43
10274,51.46
10275,54.30
10276,62.68
10277,47.29
10278,51.65
10279,50.44
10280,45.91
10281,62.70
10282,45.12
10283,47.97
10284,50.61
10285,45.82
10286,50.40
10287,63.93
10288,46.10
10289,46.76
10290,46.70
10291,52.97
10292,53.17
10293,54.38
10294,49.29
10295,51.55
10296,46.94
10297,57.15
10298,49.72
10299,46.16
10300,48.52
10301,47.55
10302,50.85
10303,52.53
10304,48.23
10305,57.91
10306,51.27
10307,52.63
10308,52.56
10309,58.57
10310,48.53
10311,49.67
10312,54.34
10313,47.42
10314,54.11
10315,51.42
10316,48.12
10317,53.52
10318,47.31
10319,53.79
10320,53.09
10321,50.48
10322,54.57
10323,46.40
10324,48.27
10325,52.56
10326,54.12
10327,51.80
10328,46.81
10329,48.38
10330,54.09
10331,56.09
10332,53.00
10333,51.24
10334,47.66
10335,49.26
10336,48.74
10337,46.20
10338,52.24
10339,53.11
10340,48.14
10341,46.96
10342,48.81
10343,54.81
10344,54.67
10345,46.63
10346,51.46
10347,49.55
10348,58.04
10349,48.27
10350,51.36
10351,51.82
10352,48.53
10353,46.15
10354,50.39
10355,46.61
10356,45.85
10357,48.46
10358,47.04
10359,45.29
10360,54.40
10361,45.75
10362,49.12
10363,53.64
10364,53.64
10365,48.36
10366,53.83
10367,45.74
10368,50.07
10369,47.37
10370,51.29
10371,51.16
10372,49.56
10373,45.60
10374,54.77
10375,52.36
10376,48.71
10377,58.51
10378,49.43
10379,49.91
10380,50.43
10381,48.67
10382,46.52
10383,47.26
10384,54.07
10385,49.25
10386,52.18
10387,45.65
10388,47.65
10389,47.64
10390,49.30
10391,53.81
10392,53.28
10393,52.65
10394,50.04
10395,52.84
10396,50.80
10397,51.19
10398,61.89
10399,51.28
10400,50.61
10401,47.94
10402,45.42
10403,47.14
10404,58.52
10405,53.59
10406,49.88
10407,46.21
10408,50.90
10409,45.58
10410,53.20
10411,50.14
10412,51.95
10413,53.40
10414,47.71
10415,47.82
10416,52.07
10417,48.05
10418,52.32
10419,46.43
10420,52.97
10421,51.10
10422,51.02
10423,47.74
10424,53.96
10425,53.93
10426,51.84
10427,47.25
10428,53.32
10429,53.21
10430,52.27
10431,47.30
10432,53.89
10433,51.40
10434,45.48
10435,45.71
10436,50.11
10437,53.44
10438,48.19
10439,48.08
10440,53.35
10441,53.73
10442,48.08
10443,46.68
10444,50.09
10445,50.02
10446,45.60
10447,46.12
10448,45.27
10449,45.88
10450,50.52
10451,51.95
10452,47.38
10453,51.69
10454,51.91
10455,51.34
10456,48.57
10457,46.26
10458,45.14
10459,52.04
10460,52.84
10461,47.02
10462,49.18
10463,50.94
10464,54.93
10465,47.63
10466,45.17
10467,48.61
10468,49.49
10469,55.98
10470,50.54
10471,53.69
10472,48.50
10473,46.92
10474,45.15
10475,48.70
10476,50.10
10477,45.53
10478,45.44
10479,50.74
10480,53.82
10481,53.09
10482,47.15
10483,45.78
10484,47.00
10485,48.71
10486,54.26
10487,51.22
10488,45.78
10489,47.37
10490,51.01
10491,50.44
10492,49.95
10493,54.58
10494,46.50
10495,60.89
10496,54.96
10497,54.82
10498,52.23
10499,52.99
10500,47.58
10501,57.35
10502,49.84
10503,48.20
10504,46.47
10505,51.02
10506,48.61
10507,54.31
10508,49.84
10509,53.09
10510,53.83
10511,47.96
10512,49.33
10513,50.93
10514,47.75
10515,52.02
10516,45.79
10517,48.53
10518,46.51
10519,48.94
10520,46.59
10521,48.17
10522,52.78
10523,50.49
10524,52.15
10525,51.85
10526,53.30
10527,48.06
10528,50.99
10529,51.73
10530,53.65
10531,47.29
10532,60.58
10533,46.06
10534,54.78
10535,51.00
10536,45.39
10537,52.80
10538,52.03
10539,48.51
10540,48.08
10541,48.10
10542,50.64
10543,48.16
10544,52.18
10545,48.63
10546,47.33
10547,47.77
10548,47.95
10549,49.11
10550,52.61
10551,47.42
10552,45.21
10553,47.43
10554,52.15
10555,53.76
10556,48.90
10557,45.19
10558,54.11
10559,47.87
10560,47.37
10561,51.13
10562,45.47
10563,46.84
10564,47.89
10565,49.99
10566,52.67
10567,51.50
10568,45.14
10569,48.53
10570,52.23
10571,47.51
10572,52.46
10573,45.81
10574,54.88
10575,53.44
10576,51.77
10577,47.04
10578,51.78
10579,54.43
10580,46.80
10581,54.01
10582,49.65
10583,45.09
10584,51.83
10585,52.30
10586,46.94
10587,54.83
10588,50.42
10589,46.80
10590,52.25
10591,49.22
10592,48.47
10593,45.94
10594,48.37
10595,49.27
10596,53.15
10597,61.65
10598,50.21
10599,52.38
10600,48.31
10601,48.33
10602,53.27
10603,52.46
10604,49.02
