10000,61.22
10001,60.58
10002,61.34
10003,56.90
10004,51.06
10005,62.61
10006,53.11
10007,60.30
10008,64.80
10009,59.87
10010,61.22
10011,49.98
10012,45.80
10013,64.79
10014,47.81
10015,50.97
10016,51.10
10017,58.05
10018,49.31
10019,50.22
10020,58.28
10021,47.22
10022,57.17
10023,50.90
10024,46.41
10025,59.58
10026,50.71
10027,55.20
10028,52.02
10029,54.94
10030,63.77
10031,59.07
10032,51.67
10033,64.46
10034,63.74
10035,61.27
10036,48.28
10037,52.03
10038,61.48
10039,55.10
10040,46.50
10041,52.86
10042,60.72
10043,53.75
10044,57.50
10045,56.60
10046,45.41
10047,60.10
10048,61.64
10049,50.10
10050,48.50
10051,56.71
10052,52.81
10053,62.30
10054,57.34
10055,52.13
10056,53.23
10057,59.61
10058,60.88
10059,49.42
10060,49.66
10061,51.59
10062,58.31
10063,60.16
10064,52.53
10065,63.36
10066,57.87
10067,60.79
10068,46.02
10069,47.13
10070,60.23
10071,63.74
10072,53.64
10073,63.87
10074,49.00
10075,61.01
10076,63.47
10077,47.73
10078,60.02
10079,63.73
10080,53.30
10081,60.28
10082,62.29
10083,61.28
10084,51.52
10085,62.48
10086,46.42
10087,58.13
10088,48.04
10089,61.39
10090,52.61
10091,53.11
10092,46.52
10093,50.26
10094,54.81
10095,57.09
10096,64.09
10097,53.41
10098,62.75
10099,48.53
10100,48.90
10101,60.18
10102,56.51
10103,58.18
10104,48.74
10105,45.97
10106,58.96
10107,52.05
10108,62.24
10109,64.76
10110,51.59
10111,62.16
10112,57.07
10113,60.55
10114,49.36
10115,48.06
10116,56.31
10117,61.16
10118,45.50
10119,55.43
10120,59.75
10121,63.28
10122,63.61
10123,63.52
10124,64.32
10125,48.49
10126,60.89
10127,45.83
10128,47.74
10129,53.12
10130,60.41
10131,59.01
10132,46.78
10133,49.72
10134,53.81
10135,54.69
10136,50.01
10137,46.97
10138,63.54
10139,54.97
10140,60.65
10141,50.71
10142,61.69
10143,58.53
10144,57.87
10145,61.90
10146,51.92
10147,46.44
10148,59.12
10149,56.87
10150,55.81
10151,49.58
10152,47.20
10153,64.13
10154,56.40
10155,45.56
10156,50.37
10157,60.18
10158,53.31
10159,61.38
10160,62.17
10161,63.90
10162,51.29
10163,50.91
10164,63.80
10165,60.82
10166,54.97
10167,48.92
10168,53.40
10169,58.50
10170,49.57
10171,61.27
