10000,57.31
10001,48.77
10002,62.88
10003,59.12
10004,56.34
10005,53.03
10006,51.60
10007,51.89
10008,63.75
10009,52.46
10010,54.21
10011,55.41
10012,48.23
10013,58.90
10014,60.17
10015,45.61
10016,54.02
10017,63.84
10018,57.29
10019,55.43
10020,46.40
10021,64.83
10022,62.86
10023,61.69
10024,59.58
10025,58.36
10026,60.16
10027,64.75
10028,56.76
10029,52.26
10030,54.08
10031,52.45
10032,52.76
10033,45.55
10034,48.58
10035,56.81
10036,63.85
10037,59.93
10038,57.01
10039,56.14
10040,47.78
10041,49.52
10042,50.79
10043,46.18
10044,55.36
10045,50.11
10046,60.33
10047,58.05
10048,53.96
10049,62.07
10050,58.51
10051,59.94
10052,53.03
10053,52.32
10054,64.05
10055,45.12
10056,59.48
10057,63.53
10058,55.39
10059,47.27
10060,51.13
10061,51.28
10062,47.47
10063,45.42
10064,60.61
10065,50.86
10066,55.09
10067,46.00
10068,47.10
10069,53.32
10070,48.06
10071,62.55
10072,46.18
10073,54.66
10074,63.70
10075,46.48
10076,49.20
10077,62.90
10078,49.17
10079,58.21
10080,58.74
10081,55.61
10082,46.45
10083,58.89
10084,52.33
10085,45.42
10086,54.07
10087,56.06
10088,53.10
10089,59.39
10090,58.76
10091,46.10
10092,51.85
10093,58.01
10094,50.79
10095,51.28
10096,52.32
10097,50.26
10098,52.13
10099,55.62
10100,54.69
10101,60.70
10102,60.72
10103,54.11
10104,63.40
10105,54.23
10106,60.89
10107,47.63
10108,53.68
10109,45.37
10110,46.33
10111,55.16
10112,54.41
10113,64.42
10114,64.59
10115,56.73
10116,45.56
10117,64.56
10118,54.17
10119,54.29
10120,53.67
10121,55.68
10122,47.84
10123,63.93
10124,57.44
10125,46.34
10126,55.21
10127,49.50
10128,57.78
10129,63.38
10130,62.55
10131,64.51
10132,61.63
10133,50.51
10134,47.91
10135,49.68
10136,45.96
10137,71.81
10138,54.32
10139,52.64
10140,55.17
10141,58.78
10142,57.53
10143,52.21
10144,57.73
10145,52.93
10146,48.56
10147,51.65
10148,52.51
10149,46.66
10150,49.57
10151,46.34
10152,59.72
10153,52.33
10154,60.18
10155,55.43
10156,60.83
10157,63.42
10158,64.86
10159,64.38
10160,59.02
10161,59.15
10162,56.22
10163,60.45
10164,56.82
10165,48.29
10166,47.67
10167,61.85
10168,64.85
10169,46.78
10170,49.72
10171,59.71
10172,63.08
10173,54.12
10174,54.24
10175,52.70
10176,63.05
10177,56.47
10178,58.00
10179,53.38
10180,56.99
10181,45.76
10182,54.48
10183,56.34
10184,62.09
10185,45.33
10186,55.59
10187,45.53
10188,68.28
10189,48.41
10190,72.88
10191,64.19
10192,59.05
10193,52.25
10194,51.18
10195,49.83
10196,51.92
10197,57.22
10198,63.16
10199,53.78
10200,51.40
10201,46.87
10202,62.08
10203,59.99
10204,56.07
10205,60.15
10206,56.44
10207,48.10
10208,49.22
10209,53.72
10210,62.40
10211,62.35
10212,46.78
10213,55.74
10214,45.33
10215,46.47
10216,45.86
10217,46.95
10218,64.25
10219,58.50
10220,64.33
10221,54.72
10222,59.80
10223,51.45
10224,45.19
10225,47.12
10226,64.84
10227,51.15
10228,53.28
10229,64.46
10230,47.78
10231,58.87
10232,51.97
10233,51.80
10234,63.05
10235,46.56
10236,47.56
10237,64.68
10238,49.51
10239,62.21
10240,48.35
10241,49.60
10242,58.43
10243,64.93
10244,60.74
10245,51.13
10246,49.14
10247,53.67
10248,52.58
10249,50.74
10250,50.79
10251,51.59
10252,63.73
10253,59.74
10254,49.18
10255,53.00
10256,54.67
10257,45.64
10258,64.20
10259,54.46
10260,51.74
10261,48.19
10262,61.97
10263,51.00
10264,54.83
10265,53.05
10266,63.46
10267,59.87
10268,54.30
10269,64.78
10270,47.66
10271,48.43
10272,57.05
10273,53.66
10274,60.22
10275,47.63
10276,61.45
10277,52.36
10278,49.54
10279,65.96
10280,56.29
10281,46.27
10282,45.23
10283,53.71
10284,57.56
10285,58.15
10286,51.29
10287,59.83
10288,55.78
10289,74.72
10290,55.60
10291,57.63
10292,59.10
10293,51.91
10294,48.25
10295,62.45
10296,60.75
10297,63.85
10298,52.56
10299,56.20
10300,50.18
10301,47.93
10302,45.74
10303,53.60
10304,51.92
10305,46.51
10306,59.95
10307,47.54
10308,50.25
10309,53.80
10310,58.49
10311,57.32
10312,49.13
10313,60.86
10314,53.61
10315,64.99
10316,59.38
10317,52.15
10318,45.47
10319,49.20
10320,48.95
10321,62.25
10322,45.27
10323,49.74
10324,56.45
10325,45.17
10326,56.65
10327,51.10
10328,63.29
10329,55.69
10330,53.34
10331,58.54
10332,57.22
10333,64.50
10334,60.97
10335,66.07
10336,54.51
10337,46.51
10338,60.17
10339,61.57
10340,64.45
10341,55.08
10342,51.62
10343,62.17
10344,51.36
10345,57.02
10346,55.41
10347,56.74
10348,50.28
10349,48.75
10350,46.87
10351,54.18
10352,56.40
10353,56.43
10354,54.58
10355,50.13
10356,53.97
10357,60.89
10358,57.87
10359,54.19
10360,63.36
10361,49.81
10362,53.60
10363,64.62
10364,51.23
10365,64.04
10366,58.44
10367,49.26
10368,55.84
10369,46.74
10370,64.66
10371,47.29
10372,55.61
10373,62.24
10374,50.34
10375,47.29
10376,64.06
10377,62.73
10378,49.96
10379,58.21
10380,49.72
10381,59.90
10382,54.16
10383,49.45
10384,56.31
10385,61.78
10386,56.79
10387,61.45
10388,64.92
10389,46.40
10390,56.17
10391,46.72
10392,58.37
10393,61.69
10394,54.27
10395,48.95
10396,55.22
10397,60.59
10398,64.19
10399,53.44
10400,64.48
10401,53.56
10402,58.66
10403,55.54
10404,57.14
10405,59.24
10406,59.42
10407,63.91
10408,49.61
10409,51.53
10410,50.98
10411,51.92
10412,51.28
10413,51.96
10414,73.00
10415,58.81
10416,64.48
10417,46.73
10418,48.49
10419,59.84
10420,49.89
10421,49.65
10422,61.76
10423,62.73
10424,47.80
10425,62.81
10426,59.14
10427,52.78
10428,60.34
10429,54.75
10430,59.62
10431,49.53
10432,64.90
10433,47.08
10434,61.81
10435,59.23
10436,50.58
10437,56.28
10438,53.52
10439,63.10
10440,61.86
10441,59.07
10442,52.34
10443,61.66
10444,62.43
10445,62.81
10446,60.85
10447,58.86
10448,61.68
10449,47.90
10450,48.37
10451,63.66
10452,57.64
10453,45.16
10454,47.72
10455,46.03
10456,61.68
10457,55.52
10458,62.09
10459,58.62
10460,57.11
10461,50.65
10462,56.53
10463,56.53
10464,63.92
10465,62.15
10466,47.52
10467,51.76
10468,64.71
10469,46.29
10470,46.53
10471,57.24
10472,57.28
10473,55.22
10474,57.36
10475,62.11
10476,49.05
10477,57.70
10478,64.16
10479,45.56
10480,56.67
10481,50.67
10482,58.94
10483,62.78
10484,62.05
10485,48.10
10486,63.93
10487,49.68
10488,63.18
10489,60.43
10490,56.85
10491,64.36
10492,56.37
10493,57.84
10494,45.11
10495,49.61
10496,59.27
10497,54.73
10498,51.43
10499,61.42
10500,66.91
10501,60.42
10502,61.45
10503,55.32
10504,48.45
10505,59.80
10506,49.84
10507,62.20
10508,58.30
10509,51.46
10510,47.45
10511,52.32
10512,57.25
10513,53.40
10514,63.85
10515,52.53
10516,46.29
10517,55.05
10518,52.11
10519,60.21
10520,63.46
10521,60.38
10522,55.85
10523,50.27
10524,48.80
10525,50.52
10526,56.86
10527,51.27
10528,63.38
10529,53.42
10530,61.65
10531,55.53
10532,47.96
10533,45.84
10534,64.16
10535,57.93
10536,49.26
10537,51.47
10538,59.19
10539,61.89
10540,62.62
10541,54.30
10542,58.20
10543,59.08
10544,51.21
10545,57.03
10546,45.77
10547,45.67
10548,48.86
10549,60.07
10550,54.30
10551,52.94
10552,54.15
10553,46.37
10554,48.34
10555,56.16
10556,61.25
10557,61.13
10558,54.44
10559,49.16
10560,53.82
10561,60.09
10562,58.14
10563,48.76
10564,47.25
10565,52.09
10566,54.46
10567,61.37
10568,46.07
10569,57.88
10570,62.65
10571,56.81
10572,64.38
10573,48.56
10574,55.57
10575,57.81
10576,61.08
10577,48.54
10578,50.42
10579,47.91
10580,74.14
10581,53.84
10582,60.06
10583,48.48
10584,62.74
10585,53.07
10586,56.83
10587,64.38
10588,61.02
10589,46.44
10590,74.71
10591,63.40
10592,49.75
10593,46.08
10594,57.34
10595,49.40
10596,53.79
10597,46.67
10598,60.79
10599,49.59
10600,55.63
10601,54.35
10602,45.13
10603,48.05
10604,62.89
10605,45.58
10606,46.56
10607,47.67
10608,57.06
10609,47.75
10610,59.53
10611,45.61
10612,57.52
10613,46.38
10614,55.43
10615,50.93
10616,64.38
10617,59.81
10618,56.33
10619,60.02
10620,45.21
10621,62.24
10622,59.93
10623,58.11
10624,53.68
10625,57.57
10626,62.42
10627,62.84
10628,57.12
10629,45.06
10630,64.06
10631,49.43
10632,51.51
10633,47.24
10634,47.87
10635,52.84
10636,59.70
10637,48.83
10638,48.41
10639,48.94
